"Device Name","KD2",,,
"Device Model","DROP_2",,,
"Serial Number","2061168",,,
"FORMATTED DATE_TIME","Temperature","Relative Humidity","Heat Stress Index","Dew Point"
"YYYY-MM-DD HH:MM:SS","°F","%","°F","°F"
"2018-07-13 07:40:00","66.1","53.9","63.5","48.9"
"2018-07-13 07:45:00","66.2","54.0","63.5","49.1"
"2018-07-13 07:50:00","66.1","54.0","63.5","49.0"
"2018-07-13 07:55:00","66.2","53.9","63.9","49.1"
"2018-07-13 08:00:00","66.2","54.2","63.9","49.2"
"2018-07-13 08:05:00","66.5","53.8","64.0","49.2"
"2018-07-13 08:10:00","66.3","53.5","63.9","48.9"
"2018-07-13 08:15:00","66.3","53.8","63.9","49.1"
"2018-07-13 08:20:00","66.3","53.5","63.9","48.9"
"2018-07-13 08:25:00","66.3","53.6","63.9","48.9"
"2018-07-13 08:30:00","66.2","53.6","63.9","48.9"
"2018-07-13 08:35:00","66.2","53.8","63.9","49.0"
"2018-07-13 08:40:00","66.2","53.8","63.5","48.9"
"2018-07-13 08:45:00","66.1","54.0","63.5","49.0"
"2018-07-13 08:50:00","66.1","53.9","63.5","48.9"
"2018-07-13 08:55:00","66.0","54.1","63.5","49.0"
"2018-07-13 09:00:00","66.1","54.1","63.5","49.0"
"2018-07-13 09:05:00","66.0","54.0","63.5","49.0"
"2018-07-13 09:10:00","66.0","54.1","63.5","49.0"
"2018-07-13 09:15:00","66.0","54.0","63.5","49.0"
"2018-07-13 09:20:00","66.0","54.0","63.5","48.9"
"2018-07-13 09:25:00","66.1","54.1","63.5","49.0"
"2018-07-13 09:30:00","66.0","54.1","63.3","48.9"
"2018-07-13 09:35:00","66.0","54.0","63.3","48.9"
"2018-07-13 09:40:00","66.0","54.1","63.3","49.0"
"2018-07-13 09:45:00","66.0","54.0","63.3","48.9"
"2018-07-13 09:50:00","66.0","54.1","63.3","48.9"
"2018-07-13 09:55:00","66.0","54.1","63.3","48.9"
"2018-07-13 10:00:00","66.0","54.2","63.3","49.0"
"2018-07-13 10:05:00","66.0","54.2","63.3","49.0"
"2018-07-13 10:10:00","66.0","54.2","63.3","49.0"
"2018-07-13 10:15:00","65.9","54.2","63.3","48.9"
"2018-07-13 10:20:00","66.0","54.2","63.3","49.0"
"2018-07-13 10:25:00","66.0","54.2","63.3","49.0"
"2018-07-13 10:30:00","66.0","54.3","63.3","49.0"
"2018-07-13 10:35:00","66.0","54.3","63.3","49.0"
"2018-07-13 10:40:00","66.0","54.3","63.3","49.0"
"2018-07-13 10:45:00","66.0","54.3","63.3","49.0"
"2018-07-13 10:50:00","66.0","54.3","63.3","49.0"
"2018-07-13 10:55:00","65.9","54.3","63.3","49.0"
"2018-07-13 11:00:00","66.0","54.3","63.3","49.0"
"2018-07-13 11:05:00","66.0","54.3","63.3","49.0"
"2018-07-13 11:10:00","65.9","54.3","63.3","49.0"
"2018-07-13 11:15:00","65.9","54.3","63.3","49.0"
"2018-07-13 11:20:00","65.9","54.3","63.3","49.0"
"2018-07-13 11:25:00","65.9","54.4","63.3","49.0"
"2018-07-13 11:30:00","65.9","54.4","63.3","49.0"
"2018-07-13 11:35:00","66.0","54.4","63.3","49.0"
"2018-07-13 11:40:00","65.9","54.4","63.3","49.0"
"2018-07-13 11:45:00","65.9","54.4","63.3","49.0"
"2018-07-13 11:50:00","65.9","54.4","63.3","49.0"
"2018-07-13 11:55:00","65.9","54.4","63.5","49.0"
"2018-07-13 12:00:00","65.9","54.4","63.5","49.0"
"2018-07-13 12:05:00","65.9","54.5","63.5","49.0"
"2018-07-13 12:10:00","65.9","54.5","63.5","49.0"
"2018-07-13 12:15:00","65.9","54.5","63.5","49.0"
"2018-07-13 12:20:00","65.9","54.6","63.5","49.1"
"2018-07-13 12:25:00","65.8","54.6","63.5","49.0"
"2018-07-13 12:30:00","65.9","54.5","63.5","49.0"
"2018-07-13 12:35:00","65.9","54.5","63.5","49.1"
"2018-07-13 12:40:00","65.9","54.5","63.5","49.0"
"2018-07-13 12:45:00","65.9","54.6","63.5","49.1"
"2018-07-13 12:50:00","65.9","54.6","63.5","49.1"
"2018-07-13 12:55:00","65.9","54.6","63.5","49.1"
"2018-07-13 13:00:00","65.9","54.6","63.5","49.1"
"2018-07-13 13:05:00","65.9","54.6","63.5","49.1"
"2018-07-13 13:10:00","65.9","54.6","63.5","49.1"
"2018-07-13 13:15:00","65.9","54.6","63.5","49.1"
"2018-07-13 13:20:00","65.9","54.6","63.5","49.1"
"2018-07-13 13:25:00","66.0","54.6","63.5","49.2"
"2018-07-13 13:30:00","65.9","54.6","63.5","49.1"
"2018-07-13 13:35:00","66.0","54.6","63.5","49.2"
"2018-07-13 13:40:00","65.9","54.6","63.5","49.1"
"2018-07-13 13:45:00","65.9","54.6","63.5","49.1"
"2018-07-13 13:50:00","65.9","54.7","63.5","49.1"
"2018-07-13 13:55:00","66.0","54.7","63.5","49.2"
"2018-07-13 14:00:00","66.0","54.7","63.5","49.2"
"2018-07-13 14:05:00","65.9","54.7","63.5","49.2"
"2018-07-13 14:10:00","65.9","54.7","63.5","49.2"
"2018-07-13 14:15:00","65.9","54.7","63.5","49.2"
"2018-07-13 14:20:00","66.0","54.7","63.5","49.2"
"2018-07-13 14:25:00","66.0","54.7","63.5","49.2"
"2018-07-13 14:30:00","66.0","54.7","63.5","49.2"
"2018-07-13 14:35:00","66.0","54.7","63.5","49.2"
"2018-07-13 14:40:00","66.0","54.7","63.5","49.2"
"2018-07-13 14:45:00","66.0","54.7","63.5","49.2"
"2018-07-13 14:50:00","66.0","54.7","63.5","49.2"
"2018-07-13 14:55:00","66.0","54.7","63.5","49.2"
"2018-07-13 15:00:00","66.0","54.7","63.5","49.2"
"2018-07-13 15:05:00","66.0","54.7","63.5","49.2"
"2018-07-13 15:10:00","66.0","54.7","63.7","49.3"
"2018-07-13 15:15:00","66.0","54.7","63.5","49.2"
"2018-07-13 15:20:00","66.0","54.7","63.5","49.2"
"2018-07-13 15:25:00","66.0","54.7","63.5","49.2"
"2018-07-13 15:30:00","66.0","54.7","63.5","49.2"
"2018-07-13 15:35:00","66.0","54.7","63.5","49.2"
"2018-07-13 15:40:00","66.0","54.7","63.5","49.2"
"2018-07-13 15:45:00","66.0","54.7","63.5","49.2"
"2018-07-13 15:50:00","66.0","54.7","63.7","49.3"
"2018-07-13 15:55:00","66.0","54.7","63.7","49.3"
"2018-07-13 16:00:00","66.0","54.7","63.5","49.2"
"2018-07-13 16:05:00","66.0","54.7","63.7","49.3"
"2018-07-13 16:10:00","66.0","54.7","63.7","49.3"
"2018-07-13 16:15:00","66.0","54.7","63.7","49.3"
"2018-07-13 16:20:00","66.0","54.7","63.7","49.3"
"2018-07-13 16:25:00","66.0","54.7","63.7","49.3"
"2018-07-13 16:30:00","66.1","54.6","63.7","49.3"
"2018-07-13 16:35:00","66.1","54.6","63.7","49.3"
"2018-07-13 16:40:00","66.1","54.6","63.7","49.3"
"2018-07-13 16:45:00","66.1","54.6","63.7","49.3"
"2018-07-13 16:50:00","66.2","54.7","63.7","49.4"
"2018-07-13 16:55:00","66.1","54.7","63.7","49.3"
"2018-07-13 17:00:00","66.1","54.7","63.7","49.3"
"2018-07-13 17:05:00","66.2","54.7","63.7","49.4"
"2018-07-13 17:10:00","66.2","54.7","63.7","49.4"
"2018-07-13 17:15:00","66.2","54.7","63.7","49.4"
"2018-07-13 17:20:00","66.2","54.6","63.9","49.4"
"2018-07-13 17:25:00","66.2","54.7","63.7","49.4"
"2018-07-13 17:30:00","66.2","54.6","63.7","49.4"
"2018-07-13 17:35:00","66.2","54.6","63.7","49.4"
"2018-07-13 17:40:00","66.2","54.6","63.7","49.4"
"2018-07-13 17:45:00","66.2","54.6","63.7","49.4"
"2018-07-13 17:50:00","66.2","54.6","63.9","49.4"
"2018-07-13 17:55:00","66.2","54.6","63.9","49.4"
"2018-07-13 18:00:00","66.3","54.6","63.9","49.4"
"2018-07-13 18:05:00","66.3","54.6","63.9","49.4"
"2018-07-13 18:10:00","66.3","54.5","63.9","49.4"
"2018-07-13 18:15:00","66.3","54.5","63.9","49.4"
"2018-07-13 18:20:00","66.3","54.5","63.9","49.4"
"2018-07-13 18:25:00","66.3","54.5","63.9","49.4"
"2018-07-13 18:30:00","66.5","54.1","64.0","49.4"
"2018-07-13 18:35:00","66.4","54.3","64.0","49.4"
"2018-07-13 18:40:00","69.5","52.6","68.4","51.4"
"2018-07-13 18:45:00","70.3","51.1","69.3","51.4"
"2018-07-13 18:50:00","71.5","49.0","70.5","51.4"
"2018-07-13 18:55:00","71.7","47.0","70.5","50.3"
"2018-07-13 19:00:00","71.6","46.2","70.5","49.8"
"2018-07-13 19:05:00","72.4","45.4","71.1","50.1"
"2018-07-13 19:10:00","72.4","44.9","70.9","49.8"
"2018-07-13 19:15:00","72.8","44.2","71.2","49.8"
"2018-07-13 19:20:00","69.8","46.0","68.4","48.1"
"2018-07-13 19:25:00","68.6","48.5","66.7","48.5"
"2018-07-13 19:30:00","67.9","50.2","65.8","48.7"
"2018-07-13 19:35:00","67.5","51.1","65.5","48.8"
"2018-07-13 19:40:00","67.2","51.8","64.9","48.9"
"2018-07-13 19:45:00","67.0","52.3","64.6","49.0"
"2018-07-13 19:50:00","66.9","52.5","64.6","49.0"
"2018-07-13 19:55:00","66.8","52.8","64.6","49.0"
"2018-07-13 20:00:00","66.8","52.9","64.6","49.1"
"2018-07-13 20:05:00","66.7","53.1","64.2","49.1"
"2018-07-13 20:10:00","66.7","53.2","64.2","49.1"
"2018-07-13 20:15:00","66.7","53.2","64.2","49.2"
"2018-07-13 20:20:00","66.7","53.3","64.2","49.2"
"2018-07-13 20:25:00","66.7","53.3","64.2","49.2"
"2018-07-13 20:30:00","66.7","53.3","64.2","49.2"
"2018-07-13 20:35:00","66.7","53.4","64.2","49.2"
"2018-07-13 20:40:00","66.7","53.4","64.2","49.3"
"2018-07-13 20:45:00","66.8","53.4","64.6","49.3"
"2018-07-13 20:50:00","66.7","53.5","64.2","49.3"
"2018-07-13 20:55:00","66.8","53.5","64.6","49.3"
"2018-07-13 21:00:00","66.7","53.5","64.2","49.3"
"2018-07-13 21:05:00","66.8","53.5","64.6","49.4"
"2018-07-13 21:10:00","66.6","53.6","64.2","49.3"
"2018-07-13 21:15:00","66.7","53.7","64.2","49.4"
"2018-07-13 21:20:00","66.6","53.7","64.2","49.4"
"2018-07-13 21:25:00","66.7","53.7","64.2","49.4"
"2018-07-13 21:30:00","66.7","53.7","64.2","49.4"
"2018-07-13 21:35:00","66.7","53.7","64.2","49.4"
"2018-07-13 21:40:00","66.7","53.7","64.2","49.4"
"2018-07-13 21:45:00","66.8","53.7","64.6","49.5"
"2018-07-13 21:50:00","66.8","53.7","64.6","49.4"
"2018-07-13 21:55:00","66.8","53.7","64.6","49.4"
"2018-07-13 22:00:00","66.8","53.7","64.6","49.5"
"2018-07-13 22:05:00","66.8","53.8","64.6","49.5"
"2018-07-13 22:10:00","66.8","53.8","64.6","49.5"
"2018-07-13 22:15:00","66.8","53.8","64.6","49.5"
"2018-07-13 22:20:00","66.8","53.8","64.6","49.5"
"2018-07-13 22:25:00","66.8","53.8","64.6","49.5"
"2018-07-13 22:30:00","66.8","53.7","64.6","49.5"
"2018-07-13 22:35:00","66.8","53.6","64.6","49.5"
"2018-07-13 22:40:00","66.8","53.6","64.6","49.4"
"2018-07-13 22:45:00","66.9","53.6","64.6","49.5"
"2018-07-13 22:50:00","66.8","53.5","64.6","49.4"
"2018-07-13 22:55:00","66.8","53.5","64.6","49.4"
"2018-07-13 23:00:00","66.8","53.4","64.6","49.4"
"2018-07-13 23:05:00","66.9","53.4","64.6","49.4"
"2018-07-13 23:10:00","66.8","53.3","64.6","49.3"
"2018-07-13 23:15:00","66.8","53.6","64.6","49.5"
"2018-07-13 23:20:00","66.8","53.6","64.6","49.5"
"2018-07-13 23:25:00","66.8","53.6","64.6","49.5"
"2018-07-13 23:30:00","66.8","53.5","64.6","49.4"
"2018-07-13 23:35:00","66.9","53.5","64.8","49.5"
"2018-07-13 23:40:00","66.9","53.4","64.6","49.4"
"2018-07-13 23:45:00","66.9","53.3","64.8","49.4"
"2018-07-13 23:50:00","66.9","53.3","64.8","49.4"
"2018-07-13 23:55:00","66.9","53.2","64.8","49.4"
"2018-07-14 00:00:00","67.0","53.2","64.8","49.4"
"2018-07-14 00:05:00","66.9","53.1","64.8","49.3"
"2018-07-14 00:10:00","66.9","53.2","64.8","49.4"
"2018-07-14 00:15:00","66.9","53.2","64.8","49.3"
"2018-07-14 00:20:00","66.9","53.2","64.8","49.4"
"2018-07-14 00:25:00","66.9","53.3","64.8","49.4"
"2018-07-14 00:30:00","66.9","53.3","64.8","49.4"
"2018-07-14 00:35:00","66.9","53.4","64.8","49.5"
"2018-07-14 00:40:00","66.9","53.3","64.8","49.4"
"2018-07-14 00:45:00","66.9","53.6","64.6","49.5"
"2018-07-14 00:50:00","66.9","53.6","64.8","49.6"
"2018-07-14 00:55:00","67.0","53.8","64.8","49.7"
"2018-07-14 01:00:00","66.9","53.7","64.8","49.6"
"2018-07-14 01:05:00","66.9","53.5","64.8","49.5"
"2018-07-14 01:10:00","66.9","53.8","64.8","49.6"
"2018-07-14 01:15:00","67.0","53.6","64.8","49.6"
"2018-07-14 01:20:00","66.9","53.8","64.8","49.6"
"2018-07-14 01:25:00","66.9","53.8","64.8","49.7"
"2018-07-14 01:30:00","67.0","53.7","64.8","49.6"
"2018-07-14 01:35:00","67.0","53.7","64.8","49.6"
"2018-07-14 01:40:00","66.9","53.7","64.8","49.6"
"2018-07-14 01:45:00","67.0","53.8","64.8","49.7"
"2018-07-14 01:50:00","66.9","53.8","64.8","49.6"
"2018-07-14 01:55:00","67.0","53.8","64.8","49.7"
"2018-07-14 02:00:00","66.9","53.9","64.8","49.7"
"2018-07-14 02:05:00","67.0","53.9","64.8","49.7"
"2018-07-14 02:10:00","66.9","53.9","64.8","49.7"
"2018-07-14 02:15:00","66.9","53.9","64.8","49.7"
"2018-07-14 02:20:00","66.9","53.8","64.8","49.7"
"2018-07-14 02:25:00","67.0","53.8","64.8","49.7"
"2018-07-14 02:30:00","67.0","53.9","64.8","49.7"
"2018-07-14 02:35:00","67.0","53.9","64.8","49.7"
"2018-07-14 02:40:00","66.9","53.8","64.8","49.7"
"2018-07-14 02:45:00","67.0","53.8","64.8","49.7"
"2018-07-14 02:50:00","67.0","53.6","64.8","49.6"
"2018-07-14 02:55:00","67.0","53.8","64.8","49.7"
"2018-07-14 03:00:00","67.0","53.8","64.8","49.7"
"2018-07-14 03:05:00","67.0","53.8","64.8","49.7"
"2018-07-14 03:10:00","67.0","53.8","64.8","49.7"
"2018-07-14 03:15:00","67.0","53.7","64.8","49.6"
"2018-07-14 03:20:00","67.0","53.8","64.8","49.7"
"2018-07-14 03:25:00","67.0","53.7","64.8","49.6"
"2018-07-14 03:30:00","67.0","53.6","64.8","49.6"
"2018-07-14 03:35:00","67.0","53.7","64.8","49.7"
"2018-07-14 03:40:00","67.0","53.6","64.8","49.6"
"2018-07-14 03:45:00","67.0","53.6","64.8","49.6"
"2018-07-14 03:50:00","67.0","53.8","64.8","49.7"
"2018-07-14 03:55:00","67.0","53.7","64.8","49.7"
"2018-07-14 04:00:00","67.0","53.8","64.8","49.7"
"2018-07-14 04:05:00","67.0","53.5","64.8","49.5"
"2018-07-14 04:10:00","67.0","53.8","64.8","49.7"
"2018-07-14 04:15:00","67.0","53.7","64.8","49.6"
"2018-07-14 04:20:00","67.0","53.8","64.8","49.7"
"2018-07-14 04:25:00","67.0","53.7","64.8","49.6"
"2018-07-14 04:30:00","67.0","53.4","64.8","49.5"
"2018-07-14 04:35:00","67.0","53.0","64.8","49.4"
"2018-07-14 04:40:00","67.1","52.6","65.1","49.2"
"2018-07-14 04:45:00","67.2","52.5","65.1","49.2"
"2018-07-14 04:50:00","67.2","52.5","65.1","49.3"
"2018-07-14 04:55:00","67.2","52.6","65.1","49.4"
"2018-07-14 05:00:00","67.3","52.8","65.3","49.5"
"2018-07-14 05:05:00","67.3","52.5","65.3","49.4"
"2018-07-14 05:10:00","67.3","52.9","65.3","49.6"
"2018-07-14 05:15:00","67.3","52.8","65.3","49.5"
"2018-07-14 05:20:00","67.3","52.5","65.1","49.3"
"2018-07-14 05:25:00","67.4","53.1","65.3","49.7"
"2018-07-14 05:30:00","67.4","53.1","65.3","49.7"
"2018-07-14 05:35:00","67.4","53.2","65.3","49.8"
"2018-07-14 05:40:00","67.3","53.0","65.3","49.6"
"2018-07-14 05:45:00","67.4","53.2","65.3","49.8"
"2018-07-14 05:50:00","67.4","52.8","65.3","49.6"
"2018-07-14 05:55:00","67.4","53.0","65.3","49.6"
"2018-07-14 06:00:00","67.4","53.1","65.3","49.7"
"2018-07-14 06:05:00","67.4","53.0","65.3","49.7"
"2018-07-14 06:10:00","67.4","53.0","65.3","49.7"
"2018-07-14 06:15:00","67.4","53.1","65.3","49.7"
"2018-07-14 06:20:00","67.4","53.2","65.3","49.8"
"2018-07-14 06:25:00","67.4","53.3","65.3","49.8"
"2018-07-14 06:30:00","67.4","53.2","65.3","49.8"
"2018-07-14 06:35:00","67.4","53.2","65.3","49.8"
"2018-07-14 06:40:00","67.4","53.3","65.3","49.8"
"2018-07-14 06:45:00","67.3","53.4","65.3","49.8"
"2018-07-14 06:50:00","67.4","53.3","65.3","49.8"
"2018-07-14 06:55:00","67.4","53.0","65.3","49.6"
"2018-07-14 07:00:00","67.4","53.2","65.3","49.8"
"2018-07-14 07:05:00","67.4","53.3","65.3","49.8"
"2018-07-14 07:10:00","67.4","53.3","65.3","49.8"
"2018-07-14 07:15:00","67.4","53.4","65.3","49.9"
"2018-07-14 07:20:00","67.4","53.3","65.3","49.8"
"2018-07-14 07:25:00","67.4","53.3","65.3","49.8"
"2018-07-14 07:30:00","67.4","53.3","65.3","49.8"
"2018-07-14 07:35:00","67.4","52.8","65.3","49.6"
"2018-07-14 07:40:00","67.4","53.3","65.3","49.8"
"2018-07-14 07:45:00","67.4","53.1","65.3","49.7"
"2018-07-14 07:50:00","67.3","52.7","65.3","49.5"
"2018-07-14 07:55:00","67.3","53.0","65.3","49.6"
"2018-07-14 08:00:00","67.2","52.6","65.1","49.3"
"2018-07-14 08:05:00","67.2","52.3","64.9","49.2"
"2018-07-14 08:10:00","67.2","52.5","64.9","49.2"
"2018-07-14 08:15:00","67.2","52.5","65.1","49.3"
"2018-07-14 08:20:00","67.2","52.3","64.9","49.1"
"2018-07-14 08:25:00","68.1","51.1","66.2","49.4"
"2018-07-14 08:30:00","67.5","52.3","65.5","49.4"
"2018-07-14 08:35:00","67.4","51.8","65.1","49.0"
"2018-07-14 08:40:00","67.4","51.5","65.1","48.9"
"2018-07-14 08:45:00","67.3","51.5","65.1","48.9"
"2018-07-14 08:50:00","67.3","52.0","65.1","49.1"
"2018-07-14 08:55:00","67.3","52.1","65.1","49.1"
"2018-07-14 09:00:00","67.4","51.9","65.1","49.1"
"2018-07-14 09:05:00","67.3","52.4","65.1","49.3"
"2018-07-14 09:10:00","67.2","52.4","64.9","49.2"
"2018-07-14 09:15:00","67.2","52.2","64.9","49.1"
"2018-07-14 09:20:00","67.1","52.6","65.1","49.2"
"2018-07-14 09:25:00","67.1","52.5","65.1","49.2"
"2018-07-14 09:30:00","67.1","52.7","65.1","49.3"
"2018-07-14 09:35:00","67.1","52.9","64.8","49.4"
"2018-07-14 09:40:00","67.0","52.9","64.8","49.3"
"2018-07-14 09:45:00","67.1","53.2","64.8","49.5"
"2018-07-14 09:50:00","67.0","53.4","64.8","49.5"
"2018-07-14 09:55:00","67.0","53.5","64.8","49.5"
"2018-07-14 10:00:00","67.0","53.4","64.8","49.5"
"2018-07-14 10:05:00","67.0","53.4","64.8","49.5"
"2018-07-14 10:10:00","67.0","53.4","64.8","49.5"
"2018-07-14 10:15:00","67.0","53.3","64.8","49.5"
"2018-07-14 10:20:00","67.0","53.6","64.8","49.6"
"2018-07-14 10:25:00","66.9","53.7","64.8","49.6"
"2018-07-14 10:30:00","66.9","53.8","64.6","49.6"
"2018-07-14 10:35:00","66.8","53.8","64.6","49.6"
"2018-07-14 10:40:00","66.8","53.8","64.6","49.6"
"2018-07-14 10:45:00","66.8","53.6","64.6","49.5"
"2018-07-14 10:50:00","66.8","53.8","64.6","49.6"
"2018-07-14 10:55:00","66.8","53.7","64.6","49.5"
"2018-07-14 11:00:00","66.8","53.8","64.6","49.5"
"2018-07-14 11:05:00","67.4","52.9","65.3","49.6"
"2018-07-14 11:10:00","68.5","49.5","66.6","48.8"
"2018-07-14 11:15:00","67.7","51.1","65.7","49.0"
"2018-07-14 11:20:00","67.3","51.7","65.1","48.9"
"2018-07-14 11:25:00","67.1","52.2","64.9","49.0"
"2018-07-14 11:30:00","67.0","52.6","64.8","49.2"
"2018-07-14 11:35:00","67.0","52.8","64.8","49.2"
"2018-07-14 11:40:00","66.9","53.0","64.8","49.3"
"2018-07-14 11:45:00","66.9","53.2","64.8","49.3"
"2018-07-14 11:50:00","66.9","53.2","64.8","49.4"
"2018-07-14 11:55:00","66.9","53.3","64.8","49.4"
"2018-07-14 12:00:00","66.9","53.4","64.8","49.4"
"2018-07-14 12:05:00","67.0","53.4","64.8","49.5"
"2018-07-14 12:10:00","66.9","53.3","64.6","49.4"
"2018-07-14 12:15:00","66.9","53.4","64.6","49.4"
"2018-07-14 12:20:00","66.9","53.4","64.8","49.5"
"2018-07-14 12:25:00","66.9","53.5","64.8","49.5"
"2018-07-14 12:30:00","66.9","53.5","64.6","49.5"
"2018-07-14 12:35:00","66.9","53.4","64.6","49.4"
"2018-07-14 12:40:00","67.1","52.1","64.6","48.9"
"2018-07-14 12:45:00","67.0","52.8","64.8","49.2"
"2018-07-14 12:50:00","67.0","53.0","64.8","49.4"
"2018-07-14 12:55:00","67.0","53.1","64.8","49.4"
"2018-07-14 13:00:00","67.0","53.2","64.8","49.4"
"2018-07-14 13:05:00","67.0","53.2","64.8","49.5"
"2018-07-14 13:10:00","67.0","53.2","64.8","49.5"
"2018-07-14 13:15:00","67.0","53.2","64.8","49.5"
"2018-07-14 13:20:00","67.0","53.2","64.8","49.5"
"2018-07-14 13:25:00","67.0","53.2","64.8","49.4"
"2018-07-14 13:30:00","67.0","53.3","64.8","49.5"
"2018-07-14 13:35:00","67.0","53.3","64.8","49.5"
"2018-07-14 13:40:00","67.0","53.3","64.8","49.5"
"2018-07-14 13:45:00","67.0","53.2","64.8","49.4"
"2018-07-14 13:50:00","67.0","53.3","64.8","49.5"
"2018-07-14 13:55:00","67.0","53.3","64.8","49.5"
"2018-07-14 14:00:00","67.0","53.3","64.8","49.5"
"2018-07-14 14:05:00","67.0","53.2","64.8","49.4"
"2018-07-14 14:10:00","67.1","53.3","64.8","49.5"
"2018-07-14 14:15:00","67.0","53.3","64.8","49.5"
"2018-07-14 14:20:00","67.1","53.3","64.8","49.5"
"2018-07-14 14:25:00","67.0","53.3","64.8","49.5"
"2018-07-14 14:30:00","67.0","53.2","64.8","49.4"
"2018-07-14 14:35:00","67.0","53.3","64.8","49.5"
"2018-07-14 14:40:00","67.0","53.3","64.8","49.5"
"2018-07-14 14:45:00","67.0","53.3","64.8","49.5"
"2018-07-14 14:50:00","66.9","53.4","64.8","49.4"
"2018-07-14 14:55:00","66.9","53.2","64.6","49.4"
"2018-07-14 15:00:00","66.8","53.1","64.6","49.2"
"2018-07-14 15:05:00","66.8","53.0","64.6","49.2"
"2018-07-14 15:10:00","66.8","52.8","64.6","49.0"
"2018-07-14 15:15:00","66.8","52.8","64.6","49.1"
"2018-07-14 15:20:00","66.8","52.9","64.6","49.1"
"2018-07-14 15:25:00","66.8","52.9","64.6","49.1"
"2018-07-14 15:30:00","66.8","52.8","64.6","49.0"
"2018-07-14 15:35:00","66.8","52.9","64.6","49.0"
"2018-07-14 15:40:00","66.8","52.9","64.6","49.1"
"2018-07-14 15:45:00","66.8","52.9","64.6","49.1"
"2018-07-14 15:50:00","66.7","52.9","64.2","49.0"
"2018-07-14 15:55:00","66.7","53.0","64.2","49.1"
"2018-07-14 16:00:00","66.8","52.9","64.6","49.1"
"2018-07-14 16:05:00","66.7","52.8","64.2","49.0"
"2018-07-14 16:10:00","66.8","52.8","64.6","49.0"
"2018-07-14 16:15:00","66.7","52.8","64.2","49.0"
"2018-07-14 16:20:00","66.8","52.8","64.6","49.0"
"2018-07-14 16:25:00","66.8","52.8","64.6","49.0"
"2018-07-14 16:30:00","66.7","52.9","64.2","49.0"
"2018-07-14 16:35:00","66.7","53.1","64.2","49.1"
"2018-07-14 16:40:00","66.7","53.1","64.2","49.1"
"2018-07-14 16:45:00","66.7","53.1","64.2","49.1"
"2018-07-14 16:50:00","66.7","53.1","64.2","49.1"
"2018-07-14 16:55:00","66.8","52.7","64.6","49.0"
"2018-07-14 17:00:00","66.8","53.1","64.6","49.2"
"2018-07-14 17:05:00","66.8","53.0","64.6","49.2"
"2018-07-14 17:10:00","66.8","53.1","64.6","49.2"
"2018-07-14 17:15:00","66.8","53.0","64.6","49.2"
"2018-07-14 17:20:00","66.8","53.0","64.6","49.2"
"2018-07-14 17:25:00","66.8","53.0","64.6","49.2"
"2018-07-14 17:30:00","66.8","53.1","64.6","49.2"
"2018-07-14 17:35:00","66.8","53.0","64.6","49.2"
"2018-07-14 17:40:00","66.8","52.9","64.6","49.1"
"2018-07-14 17:45:00","66.8","53.0","64.6","49.1"
"2018-07-14 17:50:00","66.8","53.0","64.6","49.2"
"2018-07-14 17:55:00","66.8","53.0","64.6","49.2"
"2018-07-14 18:00:00","66.8","52.9","64.6","49.1"
"2018-07-14 18:05:00","66.8","53.0","64.6","49.2"
"2018-07-14 18:10:00","66.8","53.0","64.6","49.2"
"2018-07-14 18:15:00","66.8","53.1","64.6","49.2"
"2018-07-14 18:20:00","66.8","53.1","64.6","49.2"
"2018-07-14 18:25:00","66.8","53.1","64.6","49.2"
"2018-07-14 18:30:00","66.8","53.1","64.6","49.2"
"2018-07-14 18:35:00","66.8","53.1","64.6","49.2"
"2018-07-14 18:40:00","66.8","53.2","64.6","49.3"
"2018-07-14 18:45:00","67.8","52.0","66.0","49.6"
"2018-07-14 18:50:00","67.0","52.9","64.8","49.2"
"2018-07-14 18:55:00","66.9","52.9","64.6","49.2"
"2018-07-14 19:00:00","66.9","53.1","64.6","49.3"
"2018-07-14 19:05:00","66.8","53.0","64.6","49.2"
"2018-07-14 19:10:00","66.9","53.2","64.6","49.4"
"2018-07-14 19:15:00","66.8","53.2","64.6","49.3"
"2018-07-14 19:20:00","66.9","53.2","64.6","49.4"
"2018-07-14 19:25:00","66.8","53.2","64.6","49.3"
"2018-07-14 19:30:00","66.8","53.2","64.6","49.3"
"2018-07-14 19:35:00","66.9","53.0","64.6","49.2"
"2018-07-14 19:40:00","66.9","53.4","64.8","49.4"
"2018-07-14 19:45:00","66.9","53.4","64.8","49.5"
"2018-07-14 19:50:00","66.9","53.3","64.8","49.4"
"2018-07-14 19:55:00","66.9","53.4","64.8","49.4"
"2018-07-14 20:00:00","66.9","53.5","64.8","49.5"
"2018-07-14 20:05:00","66.9","53.4","64.8","49.4"
"2018-07-14 20:10:00","67.0","53.4","64.8","49.5"
"2018-07-14 20:15:00","67.0","53.5","64.8","49.5"
"2018-07-14 20:20:00","67.0","53.6","64.8","49.6"
"2018-07-14 20:25:00","66.9","53.6","64.8","49.5"
"2018-07-14 20:30:00","67.0","53.7","64.8","49.6"
"2018-07-14 20:35:00","66.9","53.7","64.8","49.6"
"2018-07-14 20:40:00","66.9","53.8","64.8","49.7"
"2018-07-14 20:45:00","66.9","53.8","64.8","49.7"
"2018-07-14 20:50:00","66.9","53.9","64.6","49.7"
